TIME,S1,S2,S1_NORM,S2_NORM,THR1,THR2
,,,,,,
81908,155,169,,,,
,,,,,,
82008,153,169,,,,
,,,,,,
82108,155,169,,,,
,,,,,,
82208,158,169,,,,
,,,,,,
82308,155,171,,,,
,,,,,,
82408,109,170,,,,
,,,,,,
82508,156,169,,,,
,,,,,,
82608,155,169,,,,
,,,,,,
82708,156,170,,,,
,,,,,,
82808,155,171,,,,
,,,,,,
82908,153,168,,,,
,,,,,,
83008,155,169,,,,
,,,,,,
83108,155,170,,,,
,,,,,,
83208,155,169,,,,
,,,,,,
83308,155,169,,,,
,,,,,,
83408,155,171,,,,
,,,,,,
83508,200,171,,,,
,,,,,,
83608,156,171,,,,
,,,,,,
83608,156,171,,,,
,,,,,,
83708,155,171,,,,
,,,,,,
83808,155,169,,,,
,,,,,,
83908,156,172,,,,
,,,,,,
84008,155,171,,,,
,,,,,,
84108,155,169,,,,
,,,,,,
84208,155,142,,,,
,,,,,,
84308,156,171,,,,
,,,,,,
84408,155,170,,,,
,,,,,,
84508,156,171,,,,
,,,,,,
84608,152,167,,,,
,,,,,,
84708,205,175,,,,
,,,,,,
84808,3605,3879,,,,
,,,,,,
84908,3479,3839,,,,
,,,,,,
85008,3451,3810,,,,
,,,,,,
85108,3446,3707,,,,
,,,,,,
85208,3445,3806,,,,
,,,,,,
85308,3446,3803,,,,
,,,,,,
85408,3445,3806,,,,
,,,,,,
85508,3445,3805,,,,
,,,,,,
85608,3443,3807,,,,
,,,,,,
85708,3444,3805,,,,
,,,,,,
85808,3446,3802,,,,
,,,,,,
85908,3443,3805,,,,
,,,,,,
86008,3451,3805,,,,
,,,,,,
86108,3437,3805,,,,
,,,,,,
86208,3445,3805,,,,
,,,,,,
86308,3442,3833,,,,
,,,,,,
86408,3447,4095,,,,
,,,,,,
86508,3443,3804,,,,
,,,,,,
86608,3445,3808,,,,
,,,,,,
86708,3444,3805,,,,
,,,,,,
86808,3446,3807,,,,
,,,,,,
86908,3443,3803,,,,
,,,,,,
87008,3447,3803,,,,
,,,,,,
87108,3447,3803,,,,
,,,,,,
87208,3447,3717,,,,
,,,,,,
87308,3447,3805,,,,
,,,,,,
87308,3447,3805,,,1801.5,1988
,,,,,,
87408,3452,3879,1,1,1801.5,1988
,,,,,,
87508,3384,3804,0.9808568824065633,0.999724821,1801.5,1988
,,,,,,
87608,3435,3804,0.9963536918869644,0.999724821,1801.5,1988
,,,,,,
87708,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
87808,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
87908,3444,3833,0.9990884229717412,1,1801.5,1988
,,,,,,
88008,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
88108,3443,3811,0.9987845639623215,1,1801.5,1988
,,,,,,
88208,3447,3805,1,1,1801.5,1988
,,,,,,
88308,3447,3805,1,1,1801.5,1988
,,,,,,
88408,3485,3805,1,1,1801.5,1988
,,,,,,
88508,3447,3805,1,1,1801.5,1988
,,,,,,
88608,3439,3804,0.9975691279246429,0.999724821,1801.5,1988
,,,,,,
88708,3445,3827,0.9993922819811607,1,1801.5,1988
,,,,,,
88808,3421,3805,0.9920996657550897,1,1801.5,1988
,,,,,,
88908,3447,3805,1,1,1801.5,1988
,,,,,,
89008,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
89108,3445,3832,0.9993922819811607,1,1801.5,1988
,,,,,,
89208,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
89308,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
89408,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
89508,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
89608,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
89708,3447,3805,1,1,1801.5,1988
,,,,,,
89808,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
89908,3444,3773,0.9990884229717412,0.9911942762795817,1801.5,1988
,,,,,,
90008,3446,3799,0.9996961409905804,0.9983489268024216,1801.5,1988
,,,,,,
90108,3444,3810,0.9990884229717412,1,1801.5,1988
,,,,,,
90208,3444,4095,0.9990884229717412,1,1801.5,1988
,,,,,,
90308,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
90408,3445,3814,0.9993922819811607,1,1801.5,1988
,,,,,,
90508,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
90608,3445,3802,0.9993922819811607,0.9991744634012107,1801.5,1988
,,,,,,
90708,3447,3807,1,1,1801.5,1988
,,,,,,
90808,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
90908,3467,3804,1,0.999724821,1801.5,1988
,,,,,,
91008,3447,3832,1,1,1801.5,1988
,,,,,,
91108,3471,3851,1,1,1801.5,1988
,,,,,,
91208,3448,3807,1,1,1801.5,1988
,,,,,,
91308,3443,3855,0.9987845639623215,1,1801.5,1988
,,,,,,
91408,3436,3805,0.9966575508963841,1,1801.5,1988
,,,,,,
91508,3445,3810,0.9993922819811607,1,1801.5,1988
,,,,,,
91608,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
91708,3443,3810,0.9987845639623215,1,1801.5,1988
,,,,,,
91808,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
91908,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
92008,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
92108,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
92208,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
92308,3449,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
92408,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
92508,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
92608,3474,3881,1,1,1801.5,1988
,,,,,,
92708,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
92808,3442,3805,0.9984807049529019,1,1801.5,1988
,,,,,,
92908,3447,3805,1,1,1801.5,1988
,,,,,,
93008,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
93108,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
93208,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
93308,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
93408,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
93508,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
93608,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
93708,3495,3823,1,1,1801.5,1988
,,,,,,
93808,3456,3805,1,1,1801.5,1988
,,,,,,
93908,3445,3800,0.9993922819811607,0.9986241056686846,1801.5,1988
,,,,,,
94008,3447,3807,1,1,1801.5,1988
,,,,,,
94108,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
94208,3446,3811,0.9996961409905804,1,1801.5,1988
,,,,,,
94308,3446,3810,0.9996961409905804,1,1801.5,1988
,,,,,,
94408,3447,3806,1,1,1801.5,1988
,,,,,,
94508,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
94608,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
94708,3447,3805,1,1,1801.5,1988
,,,,,,
94808,3449,3805,1,1,1801.5,1988
,,,,,,
94908,3447,3807,1,1,1801.5,1988
,,,,,,
95008,3455,3807,1,1,1801.5,1988
,,,,,,
95108,3447,3688,1,0.9678040726472207,1801.5,1988
,,,,,,
95208,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
95308,3448,3806,1,1,1801.5,1988
,,,,,,
95408,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
95508,3447,3806,1,1,1801.5,1988
,,,,,,
95608,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
95708,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
95808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
95908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
96008,3439,3804,0.9975691279246429,0.999724821,1801.5,1988
,,,,,,
96108,3481,3805,1,1,1801.5,1988
,,,,,,
96208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
96308,3456,3807,1,1,1801.5,1988
,,,,,,
96408,3446,3809,0.9996961409905804,1,1801.5,1988
,,,,,,
96508,3447,3807,1,1,1801.5,1988
,,,,,,
96608,3447,3806,1,1,1801.5,1988
,,,,,,
96708,3447,3806,1,1,1801.5,1988
,,,,,,
96808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
96908,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
97008,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
97108,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
97208,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
97308,3491,3807,1,1,1801.5,1988
,,,,,,
97408,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
97508,3447,3796,1,0.9975233902036323,1801.5,1988
,,,,,,
97608,3478,3805,1,1,1801.5,1988
,,,,,,
97708,3446,3811,0.9996961409905804,1,1801.5,1988
,,,,,,
97808,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
97908,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
98008,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
98108,3447,3733,1,0.9801871216290589,1801.5,1988
,,,,,,
98208,3446,3806,0.9996961409905804,1,1801.5,1988
,,,,,,
98308,3447,3807,1,1,1801.5,1988
,,,,,,
98408,3439,3804,0.9975691279246429,0.999724821,1801.5,1988
,,,,,,
98508,3447,3807,1,1,1801.5,1988
,,,,,,
98608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
98708,3449,3805,1,1,1801.5,1988
,,,,,,
98808,3435,3805,0.9963536918869644,1,1801.5,1988
,,,,,,
98908,3465,3807,1,1,1801.5,1988
,,,,,,
99008,3445,3879,0.9993922819811607,1,1801.5,1988
,,,,,,
99108,3445,3815,0.9993922819811607,1,1801.5,1988
,,,,,,
99208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
99308,3446,3804,0.9996961409905804,0.999724821,1801.5,1988
,,,,,,
99408,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
99508,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
99608,3447,3805,1,1,1801.5,1988
,,,,,,
99708,3447,3811,1,1,1801.5,1988
,,,,,,
99808,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
99908,3447,3805,1,1,1801.5,1988
,,,,,,
100008,3445,3830,0.9993922819811607,1,1801.5,1988
,,,,,,
100108,3444,3919,0.9990884229717412,1,1801.5,1988
,,,,,,
100208,3452,3807,1,1,1801.5,1988
,,,,,,
100308,3451,3785,1,0.9944964226747386,1801.5,1988
,,,,,,
100408,3449,3805,1,1,1801.5,1988
,,,,,,
100508,3445,3800,0.9993922819811607,0.9986241056686846,1801.5,1988
,,,,,,
100608,3447,3805,1,1,1801.5,1988
,,,,,,
100708,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
100808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
100908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
101008,3437,3805,0.9969614099058037,1,1801.5,1988
,,,,,,
101108,3467,3805,1,1,1801.5,1988
,,,,,,
101208,3455,3799,1,0.9983489268024216,1801.5,1988
,,,,,,
101308,3397,3815,0.9848070495290185,1,1801.5,1988
,,,,,,
101408,3445,3802,0.9993922819811607,0.9991744634012107,1801.5,1988
,,,,,,
101508,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
101608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
101708,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
101808,3444,3852,0.9990884229717412,1,1801.5,1988
,,,,,,
101908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
102008,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
102108,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
102208,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
102308,3421,3805,0.9920996657550897,1,1801.5,1988
,,,,,,
102408,3449,3811,1,1,1801.5,1988
,,,,,,
102508,3487,3747,1,0.9840396257567419,1801.5,1988
,,,,,,
102608,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
102708,3445,3774,0.9993922819811607,0.9914694551458448,1801.5,1988
,,,,,,
102808,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
102908,3443,3806,0.9987845639623215,1,1801.5,1988
,,,,,,
103008,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
103108,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
103208,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
103308,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
103408,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
103508,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
103608,3463,3806,1,1,1801.5,1988
,,,,,,
103708,3434,3771,0.9960498328775448,0.9906439185470556,1801.5,1988
,,,,,,
103808,3442,3805,0.9984807049529019,1,1801.5,1988
,,,,,,
103908,3446,3867,0.9996961409905804,1,1801.5,1988
,,,,,,
104008,3445,3808,0.9993922819811607,1,1801.5,1988
,,,,,,
104108,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
104208,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
104308,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
104408,3444,3802,0.9990884229717412,0.9991744634012107,1801.5,1988
,,,,,,
104508,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
104608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
104708,3448,3807,1,1,1801.5,1988
,,,,,,
104808,3431,3787,0.995138256,0.9950467804072647,1801.5,1988
,,,,,,
104908,3464,3804,1,0.999724821,1801.5,1988
,,,,,,
105008,3440,3815,0.9978729869340626,1,1801.5,1988
,,,,,,
105108,3442,3821,0.9984807049529019,1,1801.5,1988
,,,,,,
105208,3443,3731,0.9987845639623215,0.9796367638965328,1801.5,1988
,,,,,,
105308,3445,3802,0.9993922819811607,0.9991744634012107,1801.5,1988
,,,,,,
105408,3439,3805,0.9975691279246429,1,1801.5,1988
,,,,,,
105508,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
105608,3444,3801,0.9990884229717412,0.9988992845349477,1801.5,1988
,,,,,,
105708,3440,3805,0.9978729869340626,1,1801.5,1988
,,,,,,
105808,3439,3805,0.9975691279246429,1,1801.5,1988
,,,,,,
105908,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
106008,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
106108,3445,3812,0.9993922819811607,1,1801.5,1988
,,,,,,
106208,3427,3817,0.9939228198116075,1,1801.5,1988
,,,,,,
106308,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
106408,3443,3760,0.9987845639623215,0.9876169510181618,1801.5,1988
,,,,,,
106508,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
106608,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
106708,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
106808,3447,3805,1,1,1801.5,1988
,,,,,,
106908,3447,3805,1,1,1801.5,1988
,,,,,,
107008,3448,3807,1,1,1801.5,1988
,,,,,,
107108,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
107208,3369,3805,0.9762989972652689,1,1801.5,1988
,,,,,,
107308,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
107408,3475,3807,1,1,1801.5,1988
,,,,,,
107508,3444,3800,0.9990884229717412,0.9986241056686846,1801.5,1988
,,,,,,
107608,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
107708,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
107808,3447,3821,1,1,1801.5,1988
,,,,,,
107908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
108008,3445,3809,0.9993922819811607,1,1801.5,1988
,,,,,,
108108,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
108208,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
108308,3447,3807,1,1,1801.5,1988
,,,,,,
108408,3381,3807,0.9799453053783045,1,1801.5,1988
,,,,,,
108508,3406,3815,0.9875417806137952,1,1801.5,1988
,,,,,,
108608,3389,3811,0.9823761774536615,1,1801.5,1988
,,,,,,
108708,3449,3804,1,0.999724821,1801.5,1988
,,,,,,
108808,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
108908,3444,3898,0.9990884229717412,1,1801.5,1988
,,,,,,
109008,3445,3811,0.9993922819811607,1,1801.5,1988
,,,,,,
109108,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
109208,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
109308,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
109408,3447,3807,1,1,1801.5,1988
,,,,,,
109508,3447,3805,1,1,1801.5,1988
,,,,,,
109608,3448,3806,1,1,1801.5,1988
,,,,,,
109708,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
109808,3480,3807,1,1,1801.5,1988
,,,,,,
109908,3455,3804,1,0.999724821,1801.5,1988
,,,,,,
110008,3405,3929,0.9872379216043756,1,1801.5,1988
,,,,,,
110108,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
110208,3445,3823,0.9993922819811607,1,1801.5,1988
,,,,,,
110308,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
110408,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
110508,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
110608,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
110708,3451,3805,1,1,1801.5,1988
,,,,,,
110808,3447,3807,1,1,1801.5,1988
,,,,,,
110908,3447,3805,1,1,1801.5,1988
,,,,,,
111008,3449,3801,1,0.9988992845349477,1801.5,1988
,,,,,,
111108,3464,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
111208,3446,3797,0.9996961409905804,0.9977985690698954,1801.5,1988
,,,,,,
111308,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
111408,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
111508,3444,3821,0.9990884229717412,1,1801.5,1988
,,,,,,
111608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
111708,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
111808,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
111908,3453,3807,1,1,1801.5,1988
,,,,,,
112008,3465,3807,1,1,1801.5,1988
,,,,,,
112108,3437,3885,0.9969614099058037,1,1801.5,1988
,,,,,,
112208,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
112308,3447,3880,1,1,1801.5,1988
,,,,,,
112408,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
112508,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
112608,3443,3815,0.9987845639623215,1,1801.5,1988
,,,,,,
112708,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
112808,3446,3804,0.9996961409905804,0.999724821,1801.5,1988
,,,,,,
112908,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
113008,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
113108,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
113208,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
113308,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
113408,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
113508,3447,3819,1,1,1801.5,1988
,,,,,,
113608,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
113708,3445,3799,0.9993922819811607,0.9983489268024216,1801.5,1988
,,,,,,
113808,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
113908,3445,3815,0.9993922819811607,1,1801.5,1988
,,,,,,
114008,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
114108,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
114208,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
114308,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
114408,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
114508,3436,3803,0.9966575508963841,0.9994496422674739,1801.5,1988
,,,,,,
114608,3455,3813,1,1,1801.5,1988
,,,,,,
114708,3495,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
114808,3279,3805,0.9489516864175023,1,1801.5,1988
,,,,,,
114908,3445,3877,0.9993922819811607,1,1801.5,1988
,,,,,,
115008,3444,3800,0.9990884229717412,0.9986241056686846,1801.5,1988
,,,,,,
115108,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
115208,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
115308,3446,3806,0.9996961409905804,1,1801.5,1988
,,,,,,
115408,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
115508,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
115608,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
115708,3417,3804,0.9908842297174111,0.999724821,1801.5,1988
,,,,,,
115808,3447,3805,1,1,1801.5,1988
,,,,,,
115908,3399,3804,0.9854147675478578,0.999724821,1801.5,1988
,,,,,,
116008,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
116108,3447,3816,1,1,1801.5,1988
,,,,,,
116208,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
116308,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
116408,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
116508,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
116608,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
116708,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
116808,3469,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
116908,3447,3805,1,1,1801.5,1988
,,,,,,
117008,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
117108,3439,3805,0.9975691279246429,1,1801.5,1988
,,,,,,
117208,3465,3819,1,1,1801.5,1988
,,,,,,
117308,3444,3787,0.9990884229717412,0.9950467804072647,1801.5,1988
,,,,,,
117408,3444,3818,0.9990884229717412,1,1801.5,1988
,,,,,,
117508,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
117608,3447,3805,1,1,1801.5,1988
,,,,,,
117708,3447,3807,1,1,1801.5,1988
,,,,,,
117808,3443,3811,0.9987845639623215,1,1801.5,1988
,,,,,,
117908,3447,3805,1,1,1801.5,1988
,,,,,,
118008,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
118108,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
118208,3399,3811,0.9854147675478578,1,1801.5,1988
,,,,,,
118308,3420,3803,0.991795807,0.9994496422674739,1801.5,1988
,,,,,,
118408,3453,3806,1,1,1801.5,1988
,,,,,,
118508,3448,3805,1,1,1801.5,1988
,,,,,,
118608,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
118708,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
118808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
118908,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
119008,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
119108,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
119208,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
119308,3431,3805,0.995138256,1,1801.5,1988
,,,,,,
119408,3449,3811,1,1,1801.5,1988
,,,,,,
119508,3436,3807,0.9966575508963841,1,1801.5,1988
,,,,,,
119608,3411,3801,0.9890610756608933,0.9988992845349477,1801.5,1988
,,,,,,
119708,3447,3807,1,1,1801.5,1988
,,,,,,
119808,3446,3887,0.9996961409905804,1,1801.5,1988
,,,,,,
119908,3447,3807,1,1,1801.5,1988
,,,,,,
120008,3447,3807,1,1,1801.5,1988
,,,,,,
120108,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
120208,3447,3805,1,1,1801.5,1988
,,,,,,
120308,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
120408,3447,3807,1,1,1801.5,1988
,,,,,,
120508,3444,3807,0.9990884229717412,1,1801.5,1988
,,,,,,
120608,3468,3807,1,1,1801.5,1988
,,,,,,
120708,3449,3848,1,1,1801.5,1988
,,,,,,
120808,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
120908,3477,3828,1,1,1801.5,1988
,,,,,,
121008,3447,3807,1,1,1801.5,1988
,,,,,,
121108,3447,3809,1,1,1801.5,1988
,,,,,,
121208,3447,3805,1,1,1801.5,1988
,,,,,,
121308,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
121408,3448,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
121508,3448,3805,1,1,1801.5,1988
,,,,,,
121608,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
121708,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
121808,3439,3821,0.9975691279246429,1,1801.5,1988
,,,,,,
121908,3445,3639,0.9993922819811607,0.9543203082003302,1801.5,1988
,,,,,,
122008,3445,3717,0.9993922819811607,0.9757842597688497,1801.5,1988
,,,,,,
122108,3446,3817,0.9996961409905804,1,1801.5,1988
,,,,,,
122208,3445,3809,0.9993922819811607,1,1801.5,1988
,,,,,,
122308,3447,3811,1,1,1801.5,1988
,,,,,,
122408,3447,3805,1,1,1801.5,1988
,,,,,,
122508,3447,3807,1,1,1801.5,1988
,,,,,,
122608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
122708,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
122808,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
122908,3447,3807,1,1,1801.5,1988
,,,,,,
123008,3447,3806,1,1,1801.5,1988
,,,,,,
123108,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
123208,3447,3813,1,1,1801.5,1988
,,,,,,
123308,3447,3805,1,1,1801.5,1988
,,,,,,
123408,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
123508,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
123608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
123708,3447,3805,1,1,1801.5,1988
,,,,,,
123808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
123908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
124008,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
124108,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
124208,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
124308,3480,3810,1,1,1801.5,1988
,,,,,,
124408,3444,3723,0.9990884229717412,0.9774353329664281,1801.5,1988
