TIME,S1,S2,S1_NORM,S2_NORM,THR1,THR2
,,,,,,
124508,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
124608,3444,3797,0.9990884229717412,0.9977985690698954,1801.5,1988
,,,,,,
124708,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
124808,3439,3806,0.9975691279246429,1,1801.5,1988
,,,,,,
124908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
125008,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
125108,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
125208,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
125308,3445,3809,0.9993922819811607,1,1801.5,1988
,,,,,,
125408,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
125508,3463,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
125608,3440,3811,0.9978729869340626,1,1801.5,1988
,,,,,,
125708,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
125808,3443,3797,0.9987845639623215,0.9977985690698954,1801.5,1988
,,,,,,
125908,3443,4095,0.9987845639623215,1,1801.5,1988
,,,,,,
126008,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
126108,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
126208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
126308,3445,3801,0.9993922819811607,0.9988992845349477,1801.5,1988
,,,,,,
126408,3443,3807,0.9987845639623215,1,1801.5,1988
,,,,,,
126508,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
126608,3467,3853,1,1,1801.5,1988
,,,,,,
126708,3447,3805,1,1,1801.5,1988
,,,,,,
126808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
126908,3444,3799,0.9990884229717412,0.9983489268024216,1801.5,1988
,,,,,,
127008,3447,3764,1,0.9887176664832141,1801.5,1988
,,,,,,
127108,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
127208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
127308,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
127408,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
127508,3439,3801,0.9975691279246429,0.9988992845349477,1801.5,1988
,,,,,,
127608,3440,3804,0.9978729869340626,0.999724821,1801.5,1988
,,,,,,
127708,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
127808,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
127908,3477,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
128008,3480,3795,1,0.9972482113373693,1801.5,1988
,,,,,,
128108,3479,3801,1,0.9988992845349477,1801.5,1988
,,,,,,
128208,3443,3817,0.9987845639623215,1,1801.5,1988
,,,,,,
128308,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
128408,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
128508,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
128608,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
128708,3446,3804,0.9996961409905804,0.999724821,1801.5,1988
,,,,,,
128808,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
128908,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
129008,3438,3806,0.9972652689152234,1,1801.5,1988
,,,,,,
129108,3428,3806,0.994226679,1,1801.5,1988
,,,,,,
129208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
129308,3390,3944,0.9826800364630811,1,1801.5,1988
,,,,,,
129408,3446,3871,0.9996961409905804,1,1801.5,1988
,,,,,,
129508,3445,3809,0.9993922819811607,1,1801.5,1988
,,,,,,
129608,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
129708,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
129808,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
129908,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
130008,3444,3807,0.9990884229717412,1,1801.5,1988
,,,,,,
130108,3435,3803,0.9963536918869644,0.9994496422674739,1801.5,1988
,,,,,,
130208,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
130308,3449,3806,1,1,1801.5,1988
,,,,,,
130408,3399,3789,0.9854147675478578,0.9955971381397909,1801.5,1988
,,,,,,
130508,3445,3799,0.9993922819811607,0.9983489268024216,1801.5,1988
,,,,,,
130608,3448,3819,1,1,1801.5,1988
,,,,,,
130708,3444,3829,0.9990884229717412,1,1801.5,1988
,,,,,,
130808,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
130908,3447,3806,1,1,1801.5,1988
,,,,,,
131008,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
131108,3447,3805,1,1,1801.5,1988
,,,,,,
131208,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
131308,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
131408,3448,3805,1,1,1801.5,1988
,,,,,,
131508,3478,3804,1,0.999724821,1801.5,1988
,,,,,,
131608,3447,3807,1,1,1801.5,1988
,,,,,,
131708,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
131808,3447,3831,1,1,1801.5,1988
,,,,,,
131908,3445,3860,0.9993922819811607,1,1801.5,1988
,,,,,,
132008,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
132108,3446,3804,0.9996961409905804,0.999724821,1801.5,1988
,,,,,,
132208,3447,3805,1,1,1801.5,1988
,,,,,,
132308,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
132408,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
132508,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
132608,3445,3801,0.9993922819811607,0.9988992845349477,1801.5,1988
,,,,,,
132708,3423,3837,0.9927073837739289,1,1801.5,1988
,,,,,,
132808,3427,3806,0.9939228198116075,1,1801.5,1988
,,,,,,
132908,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
133008,3444,3811,0.9990884229717412,1,1801.5,1988
,,,,,,
133108,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
133208,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
133308,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
133408,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
133508,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
133608,3447,3806,1,1,1801.5,1988
,,,,,,
133708,3447,3801,1,0.9988992845349477,1801.5,1988
,,,,,,
133808,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
133908,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
134008,3448,3807,1,1,1801.5,1988
,,,,,,
134108,3461,3797,1,0.9977985690698954,1801.5,1988
,,,,,,
134208,3446,3799,0.9996961409905804,0.9983489268024216,1801.5,1988
,,,,,,
134308,3446,3831,0.9996961409905804,1,1801.5,1988
,,,,,,
134408,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
134508,3447,3807,1,1,1801.5,1988
,,,,,,
134608,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
134708,3447,3807,1,1,1801.5,1988
,,,,,,
134808,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
134908,3440,3805,0.9978729869340626,1,1801.5,1988
,,,,,,
135008,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
135108,3437,3807,0.9969614099058037,1,1801.5,1988
,,,,,,
135208,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
135308,3443,3727,0.9987845639623215,0.9785360484314805,1801.5,1988
,,,,,,
135408,3446,3819,0.9996961409905804,1,1801.5,1988
,,,,,,
135508,3445,3822,0.9993922819811607,1,1801.5,1988
,,,,,,
135608,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
135708,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
135808,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
135908,3446,3804,0.9996961409905804,0.999724821,1801.5,1988
,,,,,,
136008,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
136108,3447,3806,1,1,1801.5,1988
,,,,,,
136208,3445,3806,0.9993922819811607,1,1801.5,1988
,,,,,,
136308,3447,3806,1,1,1801.5,1988
,,,,,,
136408,3453,3805,1,1,1801.5,1988
,,,,,,
136508,3447,3753,1,0.9856906989543203,1801.5,1988
,,,,,,
136608,3427,3799,0.9939228198116075,0.9983489268024216,1801.5,1988
,,,,,,
136708,3445,3807,0.9993922819811607,1,1801.5,1988
,,,,,,
136808,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
136908,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
137008,3447,3805,1,1,1801.5,1988
,,,,,,
137108,3446,3807,0.9996961409905804,1,1801.5,1988
,,,,,,
137208,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
137308,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
137408,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
137508,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
137608,3483,3809,1,1,1801.5,1988
,,,,,,
137708,3446,3815,0.9996961409905804,1,1801.5,1988
,,,,,,
137808,3468,3807,1,1,1801.5,1988
,,,,,,
137908,3447,3809,1,1,1801.5,1988
,,,,,,
138008,3447,3807,1,1,1801.5,1988
,,,,,,
138108,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
138208,3446,3806,0.9996961409905804,1,1801.5,1988
,,,,,,
138308,3445,3801,0.9993922819811607,0.9988992845349477,1801.5,1988
,,,,,,
138408,3440,3805,0.9978729869340626,1,1801.5,1988
,,,,,,
138508,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
138608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
138708,3448,3811,1,1,1801.5,1988
,,,,,,
138808,3432,3809,0.9954421148587056,1,1801.5,1988
,,,,,,
138908,3465,3805,1,1,1801.5,1988
,,,,,,
139008,3495,3805,1,1,1801.5,1988
,,,,,,
139108,3446,3721,0.9996961409905804,0.976884975,1801.5,1988
,,,,,,
139208,3445,3808,0.9993922819811607,1,1801.5,1988
,,,,,,
139308,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
139408,3447,3805,1,1,1801.5,1988
,,,,,,
139508,3446,3806,0.9996961409905804,1,1801.5,1988
,,,,,,
139608,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
139708,3447,3806,1,1,1801.5,1988
,,,,,,
139808,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
139908,3464,3805,1,1,1801.5,1988
,,,,,,
140008,3446,3803,0.9996961409905804,0.9994496422674739,1801.5,1988
,,,,,,
140108,3447,3805,1,1,1801.5,1988
,,,,,,
140208,3471,3809,1,1,1801.5,1988
,,,,,,
140308,3447,3801,1,0.9988992845349477,1801.5,1988
,,,,,,
140408,3447,3704,1,0.9722069345074298,1801.5,1988
,,,,,,
140508,3446,3805,0.9996961409905804,1,1801.5,1988
,,,,,,
140608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
140708,3447,3807,1,1,1801.5,1988
,,,,,,
140808,3447,3807,1,1,1801.5,1988
,,,,,,
140908,3447,3806,1,1,1801.5,1988
,,,,,,
141008,3446,3802,0.9996961409905804,0.9991744634012107,1801.5,1988
,,,,,,
141108,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
141208,3415,3805,0.9902765116985719,1,1801.5,1988
,,,,,,
141308,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
141408,3469,3815,1,1,1801.5,1988
,,,,,,
141508,3444,3807,0.9990884229717412,1,1801.5,1988
,,,,,,
141608,3445,3814,0.9993922819811607,1,1801.5,1988
,,,,,,
141708,3444,3802,0.9990884229717412,0.9991744634012107,1801.5,1988
,,,,,,
141808,3447,3806,1,1,1801.5,1988
,,,,,,
141908,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
142008,3444,3804,0.9990884229717412,0.999724821,1801.5,1988
,,,,,,
142108,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
142208,3447,3805,1,1,1801.5,1988
,,,,,,
142308,3433,3806,0.9957459738681252,1,1801.5,1988
,,,,,,
142408,3447,3816,1,1,1801.5,1988
,,,,,,
142508,3453,3811,1,1,1801.5,1988
,,,,,,
142608,3423,3801,0.9927073837739289,0.9988992845349477,1801.5,1988
,,,,,,
142708,3511,3723,1,0.9774353329664281,1801.5,1988
,,,,,,
142808,3444,3801,0.9990884229717412,0.9988992845349477,1801.5,1988
,,,,,,
142908,3444,3806,0.9990884229717412,1,1801.5,1988
,,,,,,
143008,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
143108,3444,3805,0.9990884229717412,1,1801.5,1988
,,,,,,
143208,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
143308,3443,3802,0.9987845639623215,0.9991744634012107,1801.5,1988
,,,,,,
143408,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
143508,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
143608,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
143708,3463,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
143808,3447,3767,1,0.9895432030820033,1801.5,1988
,,,,,,
143908,3438,3802,0.9972652689152234,0.9991744634012107,1801.5,1988
,,,,,,
144008,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
144108,3447,3807,1,1,1801.5,1988
,,,,,,
144208,3475,3819,1,1,1801.5,1988
,,,,,,
144308,3543,3875,1,1,1801.5,1988
,,,,,,
144408,3537,3863,1,1,1801.5,1988
,,,,,,
144508,2676,2885,0.7657247037374658,0.7468354430379747,1801.5,1988
,,,,,,
144608,1165,1959,0.30659374050440596,0.49201981287837093,1801.5,1988
,,,,,,
144708,587,1690,0.1309632330598602,0.4179966978536048,1801.5,1988
,,,,,,
144808,543,1631,0.11759343664539654,0.40176114474408364,1801.5,1988
,,,,,,
144908,375,1438,0.066545123,0.34865162355531093,1801.5,1988
,,,,,,
145008,441,1477,0.086599818,0.3593835993395707,1801.5,1988
,,,,,,
145108,429,1493,0.08295351,0.36378646119977986,1801.5,1988
,,,,,,
145208,464,1477,0.093588575,0.3593835993395707,1801.5,1988
,,,,,,
145308,505,1548,0.10604679428745062,0.37892129884424874,1801.5,1988
,,,,,,
145408,509,1546,0.10726223032512915,0.37837094111172265,1801.5,1988
,,,,,,
145508,503,1531,0.10543907626861136,0.37424325811777653,1801.5,1988
,,,,,,
145608,496,1523,0.10331206320267396,0.372041827,1801.5,1988
,,,,,,
145708,489,1513,0.10118505013673655,0.3692900385250413,1801.5,1988
,,,,,,
145808,493,1513,0.10240048617441506,0.3692900385250413,1801.5,1988
,,,,,,
145908,501,1514,0.1048313582497721,0.3695652173913043,1801.5,1988
,,,,,,
146008,505,1517,0.10604679428745062,0.3703907539900936,1801.5,1988
,,,,,,
146108,508,1523,0.10695837131570951,0.372041827,1801.5,1988
,,,,,,
146208,509,1531,0.10726223032512915,0.37424325811777653,1801.5,1988
,,,,,,
146308,553,1555,0.12063202673959283,0.38084755090809025,1801.5,1988
,,,,,,
146408,565,1525,0.12427833485262837,0.37259218492019813,1801.5,1988
,,,,,,
146508,583,1572,0.1297477970221817,0.38552559163456246,1801.5,1988
,,,,,,
146608,581,1575,0.12914007900334246,0.38635112823335166,1801.5,1988
,,,,,,
146708,615,1609,0.13947128532360983,0.3957072096862961,1801.5,1988
,,,,,,
146808,624,1607,0.1422060164083865,0.3951568519537699,1801.5,1988
,,,,,,
146908,664,1618,0.15436037678517167,0.39818381948266374,1801.5,1988
,,,,,,
147008,679,1612,0.15891826192646613,0.3965327462850853,1801.5,1988
,,,,,,
147108,709,1628,0.168034032,0.40093560814529444,1801.5,1988
,,,,,,
147208,728,1630,0.17380735338802797,0.4014859658778206,1801.5,1988
,,,,,,
147308,739,1627,0.1771498024916439,0.4006604292790314,1801.5,1988
,,,,,,
147408,713,1621,0.1692494682467335,0.39900935608145294,1801.5,1988
,,,,,,
147508,725,1626,0.17289577635976908,0.4003852504127683,1801.5,1988
,,,,,,
147608,726,1629,0.1731996353691887,0.4012107870115575,1801.5,1988
,,,,,,
147708,722,1619,0.17198419933151018,0.3984589983489268,1801.5,1988
,,,,,,
147808,713,1609,0.1692494682467335,0.3957072096862961,1801.5,1988
,,,,,,
147908,699,1590,0.1649954421148587,0.3904788112272977,1801.5,1988
,,,,,,
148008,691,1583,0.16256457003950167,0.38855255916345627,1801.5,1988
,,,,,,
148108,691,1583,0.16256457003950167,0.38855255916345627,1801.5,1988
,,,,,,
148208,691,1579,0.16256457003950167,0.38745184369840396,1801.5,1988
,,,,,,
148308,686,1573,0.16104527499240354,0.38580077050082556,1801.5,1988
,,,,,,
148408,679,1565,0.15891826192646613,0.38359933957072095,1801.5,1988
,,,,,,
148508,655,1560,0.15162564570039502,0.3822234452394056,1801.5,1988
,,,,,,
148608,679,1543,0.15891826192646613,0.3775454045129334,1801.5,1988
,,,,,,
148708,693,1579,0.16317228805834094,0.38745184369840396,1801.5,1988
,,,,,,
148808,695,1568,0.16378000607718018,0.38442487616951015,1801.5,1988
,,,,,,
148908,683,1556,0.16013369796414464,0.38112272977435335,1801.5,1988
,,,,,,
149008,611,1467,0.13825584928593132,0.356631811,1801.5,1988
,,,,,,
149108,615,1467,0.13947128532360983,0.356631811,1801.5,1988
,,,,,,
149208,667,1501,0.15527195381343056,0.3659878921298844,1801.5,1988
,,,,,,
149308,663,1499,0.15405651777575205,0.36543753439735827,1801.5,1988
,,,,,,
149408,693,1515,0.16317228805834094,0.3698403962575674,1801.5,1988
,,,,,,
149508,655,1477,0.15162564570039502,0.3593835993395707,1801.5,1988
,,,,,,
149608,655,1453,0.15162564570039502,0.35277930654925704,1801.5,1988
,,,,,,
149708,686,1465,0.16104527499240354,0.35608145294441385,1801.5,1988
,,,,,,
149808,662,1440,0.15375265876633243,0.3492019812878371,1801.5,1988
,,,,,,
149908,661,1437,0.15344879975691278,0.3483764446890479,1801.5,1988
,,,,,,
150008,653,1437,0.15101792768155575,0.3483764446890479,1801.5,1988
,,,,,,
150108,653,1435,0.15101792768155575,0.34782608695652173,1801.5,1988
,,,,,,
150208,650,1436,0.15010635065329686,0.34810126582278483,1801.5,1988
,,,,,,
150308,659,1439,0.15284108173807354,0.34892680242157403,1801.5,1988
,,,,,,
150408,663,1446,0.15405651777575205,0.35085305448541554,1801.5,1988
,,,,,,
150508,669,1453,0.15587967183226983,0.35277930654925704,1801.5,1988
,,,,,,
150608,679,1463,0.15891826192646613,0.35553109521188775,1801.5,1988
,,,,,,
150708,683,1468,0.16013369796414464,0.3569069895432031,1801.5,1988
,,,,,,
150808,685,1471,0.1607414159829839,0.3577325261419923,1801.5,1988
,,,,,,
150908,683,1471,0.16013369796414464,0.3577325261419923,1801.5,1988
,,,,,,
151008,698,1484,0.16469158310543908,0.3613098514034122,1801.5,1988
,,,,,,
151108,683,1480,0.16013369796414464,0.36020913593835996,1801.5,1988
,,,,,,
151208,695,1471,0.16378000607718018,0.3577325261419923,1801.5,1988
,,,,,,
151308,691,1467,0.16256457003950167,0.356631811,1801.5,1988
,,,,,,
151408,692,1467,0.1628684290489213,0.356631811,1801.5,1988
,,,,,,
151508,691,1465,0.16256457003950167,0.35608145294441385,1801.5,1988
,,,,,,
151608,690,1465,0.16226071103008205,0.35608145294441385,1801.5,1988
,,,,,,
151708,692,1465,0.1628684290489213,0.35608145294441385,1801.5,1988
,,,,,,
151808,694,1465,0.16347614706776056,0.35608145294441385,1801.5,1988
,,,,,,
151908,692,1464,0.1628684290489213,0.3558062740781508,1801.5,1988
,,,,,,
152008,691,1461,0.16256457003950167,0.3549807374793616,1801.5,1988
,,,,,,
152108,659,1460,0.15284108173807354,0.3547055586130985,1801.5,1988
,,,,,,
152208,694,1456,0.16347614706776056,0.35360484314804624,1801.5,1988
,,,,,,
152308,687,1463,0.16134913400182316,0.35553109521188775,1801.5,1988
,,,,,,
152408,694,1463,0.16347614706776056,0.35553109521188775,1801.5,1988
,,,,,,
152508,694,1462,0.16347614706776056,0.35525591634562464,1801.5,1988
,,,,,,
152608,699,1465,0.1649954421148587,0.35608145294441385,1801.5,1988
,,,,,,
152708,703,1469,0.1662108781525372,0.35718216840946615,1801.5,1988
,,,,,,
152808,704,1469,0.16651473716195686,0.35718216840946615,1801.5,1988
,,,,,,
152908,713,1478,0.1692494682467335,0.3596587782058338,1801.5,1988
,,,,,,
153008,711,1477,0.16864175022789427,0.3593835993395707,1801.5,1988
,,,,,,
153108,712,1482,0.1689456092373139,0.36075949367088606,1801.5,1988
,,,,,,
153208,711,1483,0.16864175022789427,0.36103467253714916,1801.5,1988
,,,,,,
153308,693,1481,0.16317228805834094,0.360484315,1801.5,1988
,,,,,,
153408,679,1471,0.15891826192646613,0.3577325261419923,1801.5,1988
,,,,,,
153508,712,1469,0.1689456092373139,0.35718216840946615,1801.5,1988
,,,,,,
153608,708,1469,0.16773017319963537,0.35718216840946615,1801.5,1988
,,,,,,
153708,702,1464,0.1659070191431176,0.3558062740781508,1801.5,1988
,,,,,,
153808,709,1470,0.168034032,0.3574573472757292,1801.5,1988
,,,,,,
153908,699,1465,0.1649954421148587,0.35608145294441385,1801.5,1988
,,,,,,
154008,761,1418,0.18383470069887572,0.3431480462300495,1801.5,1988
,,,,,,
154108,3481,3740,1,0.9821133736929004,1801.5,1988
,,,,,,
154208,3550,3877,1,1,1801.5,1988
,,,,,,
154308,3483,3832,1,1,1801.5,1988
,,,,,,
154408,3445,3805,0.9993922819811607,1,1801.5,1988
,,,,,,
154508,3403,3805,0.9866302035855363,1,1801.5,1988
,,,,,,
154608,3451,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
154708,3443,3813,0.9987845639623215,1,1801.5,1988
,,,,,,
154808,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
154908,3445,3787,0.9993922819811607,0.9950467804072647,1801.5,1988
,,,,,,
155008,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
155108,3444,3802,0.9990884229717412,0.9991744634012107,1801.5,1988
,,,,,,
155208,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
155308,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
155408,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
155508,3445,3804,0.9993922819811607,0.999724821,1801.5,1988
,,,,,,
155608,3444,3801,0.9990884229717412,0.9988992845349477,1801.5,1988
,,,,,,
155708,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
155808,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
155908,3433,3829,0.9957459738681252,1,1801.5,1988
,,,,,,
156008,3508,3805,1,1,1801.5,1988
,,,,,,
156108,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
156208,3440,3805,0.9978729869340626,1,1801.5,1988
,,,,,,
156308,3443,3805,0.9987845639623215,1,1801.5,1988
,,,,,,
156408,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
156508,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
156608,3439,3800,0.9975691279246429,0.9986241056686846,1801.5,1988
,,,,,,
156708,3440,3801,0.9978729869340626,0.9988992845349477,1801.5,1988
,,,,,,
156808,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
156908,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
157008,3439,3801,0.9975691279246429,0.9988992845349477,1801.5,1988
,,,,,,
157108,3452,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
157208,3406,3801,0.9875417806137952,0.9988992845349477,1801.5,1988
,,,,,,
157308,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
157408,3436,3801,0.9966575508963841,0.9988992845349477,1801.5,1988
,,,,,,
157508,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
157608,3439,3801,0.9975691279246429,0.9988992845349477,1801.5,1988
,,,,,,
157708,3439,3802,0.9975691279246429,0.9991744634012107,1801.5,1988
,,,,,,
157808,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
157908,3439,3800,0.9975691279246429,0.9986241056686846,1801.5,1988
,,,,,,
158008,3439,3802,0.9975691279246429,0.9991744634012107,1801.5,1988
,,,,,,
158108,3445,3802,0.9993922819811607,0.9991744634012107,1801.5,1988
,,,,,,
158208,3383,3805,0.9805530233971437,1,1801.5,1988
,,,,,,
158308,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
158408,3405,3764,0.9872379216043756,0.9887176664832141,1801.5,1988
,,,,,,
158508,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
158608,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
158708,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
158808,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
158908,3439,3800,0.9975691279246429,0.9986241056686846,1801.5,1988
,,,,,,
159008,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
159108,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
159208,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
159308,3437,3800,0.9969614099058037,0.9986241056686846,1801.5,1988
,,,,,,
159408,3447,3804,1,0.999724821,1801.5,1988
,,,,,,
159508,3443,3771,0.9987845639623215,0.9906439185470556,1801.5,1988
,,,,,,
159608,3483,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
159708,3445,3817,0.9993922819811607,1,1801.5,1988
,,,,,,
159808,3439,3804,0.9975691279246429,0.999724821,1801.5,1988
,,,,,,
159908,3439,3803,0.9975691279246429,0.9994496422674739,1801.5,1988
,,,,,,
160008,3443,3804,0.9987845639623215,0.999724821,1801.5,1988
,,,,,,
160108,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
160208,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
160308,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
160408,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
160508,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
160608,3444,3803,0.9990884229717412,0.9994496422674739,1801.5,1988
,,,,,,
160708,3447,3803,1,0.9994496422674739,1801.5,1988
,,,,,,
160808,3443,3820,0.9987845639623215,1,1801.5,1988
,,,,,,
160908,3445,3837,0.9993922819811607,1,1801.5,1988
,,,,,,
161008,3443,3803,0.9987845639623215,0.9994496422674739,1801.5,1988
,,,,,,
161108,3445,3803,0.9993922819811607,0.9994496422674739,1801.5,1988
,,,,,,
161208,3440,3803,0.9978729869340626,0.9994496422674739,1801.5,1988
,,,,,,
161308,3440,3801,0.9978729869340626,0.9988992845349477,1801.5,1988
,,,,,,
161408,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
161508,3443,3801,0.9987845639623215,0.9988992845349477,1801.5,1988
,,,,,,
